# Particle 0, r = 1.00000 AU, Hd = 1.713804e-03 AU, sigma_dust = 3.330000e-08 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.11755248  1.44026225e-12
 -0.11502447  2.30289051e-12
 -0.11249646  3.64480147e-12
 -0.10996845  5.71009511e-12
 -0.10744044  8.85485966e-12
 -0.10491243  1.35921732e-11
 -0.10238442  2.06521367e-11
 -0.09985641  3.10606084e-11
 -0.09732840  4.62406363e-11
 -0.09480039  6.81406890e-11
 -0.09227237  9.93935301e-11
 -0.08974436  1.43508818e-10
 -0.08721635  2.05101073e-10
 -0.08468834  2.90152392e-10
 -0.08216033  4.06306017e-10
 -0.07963232  5.63182599e-10
 -0.07710431  7.72705632e-10
 -0.07457630  1.04941630e-09
 -0.07204829  1.41075112e-09
 -0.06952028  1.87724900e-09
 -0.06699227  2.47264766e-09
 -0.06446426  3.22382504e-09
 -0.06193625  4.16053873e-09
 -0.05940824  5.31491777e-09
 -0.05688023  6.72066745e-09
 -0.05435222  8.41195883e-09
 -0.05182421  1.04219923e-08
 -0.04929620  1.27812471e-08
 -0.04676819  1.55154576e-08
 -0.04424018  1.86433875e-08
 -0.04171217  2.21745051e-08
 -0.03918416  2.61066967e-08
 -0.03665615  3.04241733e-08
 -0.03412814  3.50957498e-08
 -0.03160013  4.00736720e-08
 -0.02907212  4.52931609e-08
 -0.02654411  5.06728109e-08
 -0.02401610  5.61159394e-08
 -0.02148809  6.15129217e-08
 -0.01896008  6.67444793e-08
 -0.01643207  7.16858136e-08
 -0.01390406  7.62114042e-08
 -0.01137605  8.02002246e-08
 -0.00884804  8.35410792e-08
 -0.00632003  8.61377362e-08
 -0.00379202  8.79135267e-08
 -0.00126401  8.88151035e-08
  0.00126401  8.88151035e-08
  0.00379202  8.79135267e-08
  0.00632003  8.61377362e-08
  0.00884804  8.35410792e-08
  0.01137605  8.02002246e-08
  0.01390406  7.62114042e-08
  0.01643207  7.16858136e-08
  0.01896008  6.67444793e-08
  0.02148809  6.15129217e-08
  0.02401610  5.61159394e-08
  0.02654411  5.06728109e-08
  0.02907212  4.52931609e-08
  0.03160013  4.00736720e-08
  0.03412814  3.50957498e-08
  0.03665615  3.04241733e-08
  0.03918416  2.61066967e-08
  0.04171217  2.21745051e-08
  0.04424018  1.86433875e-08
  0.04676819  1.55154576e-08
  0.04929620  1.27812471e-08
  0.05182421  1.04219923e-08
  0.05435222  8.41195883e-09
  0.05688023  6.72066745e-09
  0.05940824  5.31491777e-09
  0.06193625  4.16053873e-09
  0.06446426  3.22382504e-09
  0.06699227  2.47264766e-09
  0.06952028  1.87724900e-09
  0.07204829  1.41075112e-09
  0.07457630  1.04941630e-09
  0.07710431  7.72705632e-10
  0.07963232  5.63182599e-10
  0.08216033  4.06306017e-10
  0.08468834  2.90152392e-10
  0.08721635  2.05101073e-10
  0.08974436  1.43508818e-10
  0.09227237  9.93935301e-11
  0.09480039  6.81406890e-11
  0.09732840  4.62406363e-11
  0.09985641  3.10606084e-11
  0.10238442  2.06521367e-11
  0.10491243  1.35921732e-11
  0.10744044  8.85485966e-12
  0.10996845  5.71009511e-12
  0.11249646  3.64480147e-12
  0.11502447  2.30289051e-12
  0.11755248  1.44026225e-12
  0.12008049  8.91617820e-13
  0.12260850  5.46367400e-13
  0.12513651  3.31405486e-13

# Particle 707, r = 35.67768 AU, Hd = 2.505313e-02 AU, sigma_dust = 5.575014e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.12526564  3.30836205e-13
 -0.12273502  5.45428862e-13
 -0.12020440  8.90086219e-13
 -0.11767378  1.43778820e-12
 -0.11514316  2.29893465e-12
 -0.11261254  3.63854051e-12
 -0.11008193  5.70028644e-12
 -0.10755131  8.83964898e-12
 -0.10502069  1.35688248e-11
 -0.10249007  2.06166609e-11
 -0.09995945  3.10072532e-11
 -0.09742883  4.61612051e-11
 -0.09489821  6.80236384e-11
 -0.09236759  9.92227942e-11
 -0.08983697  1.43262301e-10
 -0.08730635  2.04748755e-10
 -0.08477574  2.89653975e-10
 -0.08224512  4.05608074e-10
 -0.07971450  5.62215177e-10
 -0.07718388  7.71378296e-10
 -0.07465326  1.04761363e-09
 -0.07212264  1.40832777e-09
 -0.06959202  1.87402431e-09
 -0.06706140  2.46840020e-09
 -0.06453078  3.21828723e-09
 -0.06200017  4.15339185e-09
 -0.05946955  5.30578793e-09
 -0.05693893  6.70912284e-09
 -0.05440831  8.39750895e-09
 -0.05187769  1.04040896e-08
 -0.04934707  1.27592917e-08
 -0.04681645  1.54888055e-08
 -0.04428583  1.86113623e-08
 -0.04175521  2.21364143e-08
 -0.03922459  2.60618512e-08
 -0.03669398  3.03719114e-08
 -0.03416336  3.50354631e-08
 -0.03163274  4.00048344e-08
 -0.02910212  4.52153573e-08
 -0.02657150  5.05857663e-08
 -0.02404088  5.60195447e-08
 -0.02151026  6.14072562e-08
 -0.01897964  6.66298271e-08
 -0.01644902  7.15626733e-08
 -0.01391840  7.60804899e-08
 -0.01138779  8.00624584e-08
 -0.00885717  8.33975742e-08
 -0.00632655  8.59897707e-08
 -0.00379593  8.77625108e-08
 -0.00126531  8.86625389e-08
  0.00126531  8.86625389e-08
  0.00379593  8.77625108e-08
  0.00632655  8.59897707e-08
  0.00885717  8.33975742e-08
  0.01138779  8.00624584e-08
  0.01391840  7.60804899e-08
  0.01644902  7.15626733e-08
  0.01897964  6.66298271e-08
  0.02151026  6.14072562e-08
  0.02404088  5.60195447e-08
  0.02657150  5.05857663e-08
  0.02910212  4.52153573e-08
  0.03163274  4.00048344e-08
  0.03416336  3.50354631e-08
  0.03669398  3.03719114e-08
  0.03922459  2.60618512e-08
  0.04175521  2.21364143e-08
  0.04428583  1.86113623e-08
  0.04681645  1.54888055e-08
  0.04934707  1.27592917e-08
  0.05187769  1.04040896e-08
  0.05440831  8.39750895e-09
  0.05693893  6.70912284e-09
  0.05946955  5.30578793e-09
  0.06200017  4.15339185e-09
  0.06453078  3.21828723e-09
  0.06706140  2.46840020e-09
  0.06959202  1.87402431e-09
  0.07212264  1.40832777e-09
  0.07465326  1.04761363e-09
  0.07718388  7.71378296e-10
  0.07971450  5.62215177e-10
  0.08224512  4.05608074e-10
  0.08477574  2.89653975e-10
  0.08730635  2.04748755e-10
  0.08983697  1.43262301e-10
  0.09236759  9.92227942e-11
  0.09489821  6.80236384e-11
  0.09742883  4.61612051e-11
  0.09995945  3.10072532e-11
  0.10249007  2.06166609e-11
  0.10502069  1.35688248e-11
  0.10755131  8.83964898e-12
  0.11008193  5.70028644e-12
  0.11261254  3.63854051e-12
  0.11514316  2.29893465e-12
  0.11767378  1.43778820e-12
  0.12020440  8.90086219e-13
  0.12273502  5.45428862e-13
  0.12526564  3.30836205e-13

# Particle 708, r = 35.72673 AU, Hd = 2.507895e-02 AU, sigma_dust = 5.571186e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.12539473  3.30268682e-13
 -0.12286150  5.44493223e-13
 -0.12032827  8.88559347e-13
 -0.11779505  1.43532178e-12
 -0.11526182  2.29499101e-12
 -0.11272859  3.63229889e-12
 -0.11019537  5.69050805e-12
 -0.10766214  8.82448527e-12
 -0.10512891  1.35455486e-11
 -0.10259569  2.05812946e-11
 -0.10006246  3.09540627e-11
 -0.09752923  4.60820193e-11
 -0.09499600  6.79069493e-11
 -0.09246278  9.90525854e-11
 -0.08992955  1.43016546e-10
 -0.08739632  2.04397525e-10
 -0.08486310  2.89157097e-10
 -0.08232987  4.04912285e-10
 -0.07979664  5.61250742e-10
 -0.07726342  7.70055058e-10
 -0.07473019  1.04581653e-09
 -0.07219696  1.40591189e-09
 -0.06966374  1.87080957e-09
 -0.06713051  2.46416586e-09
 -0.06459728  3.21276651e-09
 -0.06206406  4.14626704e-09
 -0.05953083  5.29668627e-09
 -0.05699760  6.69761387e-09
 -0.05446438  8.38310370e-09
 -0.05193115  1.03862422e-08
 -0.04939792  1.27374042e-08
 -0.04686470  1.54622357e-08
 -0.04433147  1.85794359e-08
 -0.04179824  2.20984410e-08
 -0.03926502  2.60171442e-08
 -0.03673179  3.03198108e-08
 -0.03419856  3.49753625e-08
 -0.03166533  3.99362093e-08
 -0.02913211  4.51377940e-08
 -0.02659888  5.04989904e-08
 -0.02406565  5.59234477e-08
 -0.02153243  6.13019170e-08
 -0.01899920  6.65155289e-08
 -0.01646597  7.14399132e-08
 -0.01393275  7.59499799e-08
 -0.01139952  7.99251177e-08
 -0.00886629  8.32545123e-08
 -0.00633307  8.58422621e-08
 -0.00379984  8.76119612e-08
 -0.00126661  8.85104454e-08
  0.00126661  8.85104454e-08
  0.00379984  8.76119612e-08
  0.00633307  8.58422621e-08
  0.00886629  8.32545123e-08
  0.01139952  7.99251177e-08
  0.01393275  7.59499799e-08
  0.01646597  7.14399132e-08
  0.01899920  6.65155289e-08
  0.02153243  6.13019170e-08
  0.02406565  5.59234477e-08
  0.02659888  5.04989904e-08
  0.02913211  4.51377940e-08
  0.03166533  3.99362093e-08
  0.03419856  3.49753625e-08
  0.03673179  3.03198108e-08
  0.03926502  2.60171442e-08
  0.04179824  2.20984410e-08
  0.04433147  1.85794359e-08
  0.04686470  1.54622357e-08
  0.04939792  1.27374042e-08
  0.05193115  1.03862422e-08
  0.05446438  8.38310370e-09
  0.05699760  6.69761387e-09
  0.05953083  5.29668627e-09
  0.06206406  4.14626704e-09
  0.06459728  3.21276651e-09
  0.06713051  2.46416586e-09
  0.06966374  1.87080957e-09
  0.07219696  1.40591189e-09
  0.07473019  1.04581653e-09
  0.07726342  7.70055058e-10
  0.07979664  5.61250742e-10
  0.08232987  4.04912285e-10
  0.08486310  2.89157097e-10
  0.08739632  2.04397525e-10
  0.08992955  1.43016546e-10
  0.09246278  9.90525854e-11
  0.09499600  6.79069493e-11
  0.09752923  4.60820193e-11
  0.10006246  3.09540627e-11
  0.10259569  2.05812946e-11
  0.10512891  1.35455486e-11
  0.10766214  8.82448527e-12
  0.11019537  5.69050805e-12
  0.11272859  3.63229889e-12
  0.11526182  2.29499101e-12
  0.11779505  1.43532178e-12
  0.12032827  8.88559347e-13
  0.12286150  5.44493223e-13
  0.12539473  3.30268682e-13

# Particle 709, r = 35.77578 AU, Hd = 2.510475e-02 AU, sigma_dust = 5.567365e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.12552377  3.29702909e-13
 -0.12298794  5.43560468e-13
 -0.12045210  8.87037183e-13
 -0.11791627  1.43286298e-12
 -0.11538043  2.29105953e-12
 -0.11284460  3.62607651e-12
 -0.11030877  5.68075982e-12
 -0.10777293  8.80936831e-12
 -0.10523710  1.35223441e-11
 -0.10270127  2.05460375e-11
 -0.10016543  3.09010362e-11
 -0.09762960  4.60030776e-11
 -0.09509376  6.77906200e-11
 -0.09255793  9.88829014e-11
 -0.09002210  1.42771549e-10
 -0.08748626  2.04047378e-10
 -0.08495043  2.88661750e-10
 -0.08241460  4.04218642e-10
 -0.07987876  5.60289280e-10
 -0.07734293  7.68735900e-10
 -0.07480709  1.04402498e-09
 -0.07227126  1.40350347e-09
 -0.06973543  1.86760474e-09
 -0.06719959  2.45994457e-09
 -0.06466376  3.20726282e-09
 -0.06212793  4.13916419e-09
 -0.05959209  5.28761268e-09
 -0.05705626  6.68614039e-09
 -0.05452042  8.36874286e-09
 -0.05198459  1.03684499e-08
 -0.04944876  1.27155841e-08
 -0.04691292  1.54357478e-08
 -0.04437709  1.85476081e-08
 -0.04184126  2.20605848e-08
 -0.03930542  2.59725750e-08
 -0.03676959  3.02678708e-08
 -0.03423376  3.49154473e-08
 -0.03169792  3.98677958e-08
 -0.02916209  4.50604698e-08
 -0.02662625  5.04124821e-08
 -0.02409042  5.58276469e-08
 -0.02155459  6.11969025e-08
 -0.01901875  6.64015832e-08
 -0.01648292  7.13175317e-08
 -0.01394709  7.58198723e-08
 -0.01141125  7.97882004e-08
 -0.00887542  8.31118916e-08
 -0.00633958  8.56952084e-08
 -0.00380375  8.74618758e-08
 -0.00126792  8.83588209e-08
  0.00126792  8.83588209e-08
  0.00380375  8.74618758e-08
  0.00633958  8.56952084e-08
  0.00887542  8.31118916e-08
  0.01141125  7.97882004e-08
  0.01394709  7.58198723e-08
  0.01648292  7.13175317e-08
  0.01901875  6.64015832e-08
  0.02155459  6.11969025e-08
  0.02409042  5.58276469e-08
  0.02662625  5.04124821e-08
  0.02916209  4.50604698e-08
  0.03169792  3.98677958e-08
  0.03423376  3.49154473e-08
  0.03676959  3.02678708e-08
  0.03930542  2.59725750e-08
  0.04184126  2.20605848e-08
  0.04437709  1.85476081e-08
  0.04691292  1.54357478e-08
  0.04944876  1.27155841e-08
  0.05198459  1.03684499e-08
  0.05452042  8.36874286e-09
  0.05705626  6.68614039e-09
  0.05959209  5.28761268e-09
  0.06212793  4.13916419e-09
  0.06466376  3.20726282e-09
  0.06719959  2.45994457e-09
  0.06973543  1.86760474e-09
  0.07227126  1.40350347e-09
  0.07480709  1.04402498e-09
  0.07734293  7.68735900e-10
  0.07987876  5.60289280e-10
  0.08241460  4.04218642e-10
  0.08495043  2.88661750e-10
  0.08748626  2.04047378e-10
  0.09002210  1.42771549e-10
  0.09255793  9.88829014e-11
  0.09509376  6.77906200e-11
  0.09762960  4.60030776e-11
  0.10016543  3.09010362e-11
  0.10270127  2.05460375e-11
  0.10523710  1.35223441e-11
  0.10777293  8.80936831e-12
  0.11030877  5.68075982e-12
  0.11284460  3.62607651e-12
  0.11538043  2.29105953e-12
  0.11791627  1.43286298e-12
  0.12045210  8.87037183e-13
  0.12298794  5.43560468e-13
  0.12552377  3.29702909e-13

# Particle 710, r = 35.82482 AU, Hd = 2.513055e-02 AU, sigma_dust = 5.563553e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.12565277  3.29138878e-13
 -0.12311433  5.42630585e-13
 -0.12057589  8.85519706e-13
 -0.11803745  1.43041174e-12
 -0.11549901  2.28714016e-12
 -0.11296057  3.61987329e-12
 -0.11042213  5.67104160e-12
 -0.10788369  8.79429790e-12
 -0.10534525  1.34992111e-11
 -0.10280681  2.05108888e-11
 -0.10026837  3.08481731e-11
 -0.09772993  4.59243790e-11
 -0.09519149  6.76746489e-11
 -0.09265305  9.87137399e-11
 -0.09011461  1.42527306e-10
 -0.08757617  2.03698309e-10
 -0.08503773  2.88167930e-10
 -0.08249929  4.03527135e-10
 -0.07996085  5.59330779e-10
 -0.07742241  7.67420804e-10
 -0.07488397  1.04223894e-09
 -0.07234553  1.40110246e-09
 -0.06980709  1.86440978e-09
 -0.06726865  2.45573628e-09
 -0.06473021  3.20177608e-09
 -0.06219177  4.13208322e-09
 -0.05965333  5.27856703e-09
 -0.05711489  6.67470225e-09
 -0.05457645  8.35442624e-09
 -0.05203801  1.03507123e-08
 -0.04949958  1.26938313e-08
 -0.04696114  1.54093415e-08
 -0.04442270  1.85158782e-08
 -0.04188426  2.20228453e-08
 -0.03934582  2.59281431e-08
 -0.03680738  3.02160908e-08
 -0.03426894  3.48557166e-08
 -0.03173050  3.97995929e-08
 -0.02919206  4.49833837e-08
 -0.02665362  5.03262403e-08
 -0.02411518  5.57321412e-08
 -0.02157674  6.10922114e-08
 -0.01903830  6.62879884e-08
 -0.01649986  7.11955270e-08
 -0.01396142  7.56901654e-08
 -0.01142298  7.96517047e-08
 -0.00888454  8.29697100e-08
 -0.00634610  8.55486074e-08
 -0.00380766  8.73122526e-08
 -0.00126922  8.82076632e-08
  0.00126922  8.82076632e-08
  0.00380766  8.73122526e-08
  0.00634610  8.55486074e-08
  0.00888454  8.29697100e-08
  0.01142298  7.96517047e-08
  0.01396142  7.56901654e-08
  0.01649986  7.11955270e-08
  0.01903830  6.62879884e-08
  0.02157674  6.10922114e-08
  0.02411518  5.57321412e-08
  0.02665362  5.03262403e-08
  0.02919206  4.49833837e-08
  0.03173050  3.97995929e-08
  0.03426894  3.48557166e-08
  0.03680738  3.02160908e-08
  0.03934582  2.59281431e-08
  0.04188426  2.20228453e-08
  0.04442270  1.85158782e-08
  0.04696114  1.54093415e-08
  0.04949958  1.26938313e-08
  0.05203801  1.03507123e-08
  0.05457645  8.35442624e-09
  0.05711489  6.67470225e-09
  0.05965333  5.27856703e-09
  0.06219177  4.13208322e-09
  0.06473021  3.20177608e-09
  0.06726865  2.45573628e-09
  0.06980709  1.86440978e-09
  0.07234553  1.40110246e-09
  0.07488397  1.04223894e-09
  0.07742241  7.67420804e-10
  0.07996085  5.59330779e-10
  0.08249929  4.03527135e-10
  0.08503773  2.88167930e-10
  0.08757617  2.03698309e-10
  0.09011461  1.42527306e-10
  0.09265305  9.87137399e-11
  0.09519149  6.76746489e-11
  0.09772993  4.59243790e-11
  0.10026837  3.08481731e-11
  0.10280681  2.05108888e-11
  0.10534525  1.34992111e-11
  0.10788369  8.79429790e-12
  0.11042213  5.67104160e-12
  0.11296057  3.61987329e-12
  0.11549901  2.28714016e-12
  0.11803745  1.43041174e-12
  0.12057589  8.85519706e-13
  0.12311433  5.42630585e-13
  0.12565277  3.29138878e-13

# Particle 711, r = 35.87387 AU, Hd = 2.515634e-02 AU, sigma_dust = 5.559748e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.12578172  3.28576581e-13
 -0.12324068  5.41703562e-13
 -0.12069963  8.84006896e-13
 -0.11815859  1.42796805e-12
 -0.11561754  2.28323284e-12
 -0.11307650  3.61368914e-12
 -0.11053545  5.66135326e-12
 -0.10799441  8.77927384e-12
 -0.10545336  1.34761492e-11
 -0.10291232  2.04758483e-11
 -0.10037127  3.07954724e-11
 -0.09783023  4.58459223e-11
 -0.09528918  6.75590344e-11
 -0.09274814  9.85450987e-11
 -0.09020709  1.42283814e-10
 -0.08766605  2.03350313e-10
 -0.08512500  2.87675627e-10
 -0.08258396  4.02837755e-10
 -0.08004291  5.58375226e-10
 -0.07750187  7.66109753e-10
 -0.07496082  1.04045839e-09
 -0.07241978  1.39870884e-09
 -0.06987873  1.86122465e-09
 -0.06733769  2.45154093e-09
 -0.06479664  3.19630620e-09
 -0.06225560  4.12502403e-09
 -0.05971455  5.26954919e-09
 -0.05717351  6.66329927e-09
 -0.05463246  8.34015365e-09
 -0.05209142  1.03330293e-08
 -0.04955038  1.26721453e-08
 -0.04700933  1.53830164e-08
 -0.04446829  1.84842459e-08
 -0.04192724  2.19852217e-08
 -0.03938620  2.58838478e-08
 -0.03684515  3.01644700e-08
 -0.03430411  3.47961695e-08
 -0.03176306  3.97315998e-08
 -0.02922202  4.49065347e-08
 -0.02668097  5.02402636e-08
 -0.02413993  5.56369291e-08
 -0.02159888  6.09878423e-08
 -0.01905784  6.61747428e-08
 -0.01651679  7.10738975e-08
 -0.01397575  7.55608573e-08
 -0.01143470  7.95156288e-08
 -0.00889366  8.28279656e-08
 -0.00635261  8.54024573e-08
 -0.00381157  8.71630895e-08
 -0.00127052  8.80569704e-08
  0.00127052  8.80569704e-08
  0.00381157  8.71630895e-08
  0.00635261  8.54024573e-08
  0.00889366  8.28279656e-08
  0.01143470  7.95156288e-08
  0.01397575  7.55608573e-08
  0.01651679  7.10738975e-08
  0.01905784  6.61747428e-08
  0.02159888  6.09878423e-08
  0.02413993  5.56369291e-08
  0.02668097  5.02402636e-08
  0.02922202  4.49065347e-08
  0.03176306  3.97315998e-08
  0.03430411  3.47961695e-08
  0.03684515  3.01644700e-08
  0.03938620  2.58838478e-08
  0.04192724  2.19852217e-08
  0.04446829  1.84842459e-08
  0.04700933  1.53830164e-08
  0.04955038  1.26721453e-08
  0.05209142  1.03330293e-08
  0.05463246  8.34015365e-09
  0.05717351  6.66329927e-09
  0.05971455  5.26954919e-09
  0.06225560  4.12502403e-09
  0.06479664  3.19630620e-09
  0.06733769  2.45154093e-09
  0.06987873  1.86122465e-09
  0.07241978  1.39870884e-09
  0.07496082  1.04045839e-09
  0.07750187  7.66109753e-10
  0.08004291  5.58375226e-10
  0.08258396  4.02837755e-10
  0.08512500  2.87675627e-10
  0.08766605  2.03350313e-10
  0.09020709  1.42283814e-10
  0.09274814  9.85450987e-11
  0.09528918  6.75590344e-11
  0.09783023  4.58459223e-11
  0.10037127  3.07954724e-11
  0.10291232  2.04758483e-11
  0.10545336  1.34761492e-11
  0.10799441  8.77927384e-12
  0.11053545  5.66135326e-12
  0.11307650  3.61368914e-12
  0.11561754  2.28323284e-12
  0.11815859  1.42796805e-12
  0.12069963  8.84006896e-13
  0.12324068  5.41703562e-13
  0.12578172  3.28576581e-13

# Particle 712, r = 35.92292 AU, Hd = 2.518213e-02 AU, sigma_dust = 5.555951e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.12591063  3.28016011e-13
 -0.12336698  5.40779386e-13
 -0.12082333  8.82498731e-13
 -0.11827968  1.42553185e-12
 -0.11573604  2.27933752e-12
 -0.11319239  3.60752399e-12
 -0.11064874  5.65169468e-12
 -0.10810509  8.76429591e-12
 -0.10556144  1.34531582e-11
 -0.10301779  2.04409154e-11
 -0.10047414  3.07429337e-11
 -0.09793049  4.57677067e-11
 -0.09538684  6.74437749e-11
 -0.09284319  9.83769753e-11
 -0.09029954  1.42041070e-10
 -0.08775589  2.03003387e-10
 -0.08521225  2.87184837e-10
 -0.08266860  4.02150491e-10
 -0.08012495  5.57422607e-10
 -0.07758130  7.64802727e-10
 -0.07503765  1.03868331e-09
 -0.07249400  1.39632256e-09
 -0.06995035  1.85804930e-09
 -0.06740670  2.44735847e-09
 -0.06486305  3.19085313e-09
 -0.06231940  4.11798651e-09
 -0.05977575  5.26055905e-09
 -0.05723211  6.65193131e-09
 -0.05468846  8.32592488e-09
 -0.05214481  1.03154005e-08
 -0.04960116  1.26505259e-08
 -0.04705751  1.53567721e-08
 -0.04451386  1.84527108e-08
 -0.04197021  2.19477137e-08
 -0.03942656  2.58396885e-08
 -0.03688291  3.01130078e-08
 -0.03433926  3.47368053e-08
 -0.03179561  3.96638155e-08
 -0.02925196  4.48299216e-08
 -0.02670832  5.01545509e-08
 -0.02416467  5.55420094e-08
 -0.02162102  6.08837937e-08
 -0.01907737  6.60618451e-08
 -0.01653372  7.09526415e-08
 -0.01399007  7.54319463e-08
 -0.01144642  7.93799707e-08
 -0.00890277  8.26866565e-08
 -0.00635912  8.52567560e-08
 -0.00381547  8.70143844e-08
 -0.00127182  8.79067403e-08
  0.00127182  8.79067403e-08
  0.00381547  8.70143844e-08
  0.00635912  8.52567560e-08
  0.00890277  8.26866565e-08
  0.01144642  7.93799707e-08
  0.01399007  7.54319463e-08
  0.01653372  7.09526415e-08
  0.01907737  6.60618451e-08
  0.02162102  6.08837937e-08
  0.02416467  5.55420094e-08
  0.02670832  5.01545509e-08
  0.02925196  4.48299216e-08
  0.03179561  3.96638155e-08
  0.03433926  3.47368053e-08
  0.03688291  3.01130078e-08
  0.03942656  2.58396885e-08
  0.04197021  2.19477137e-08
  0.04451386  1.84527108e-08
  0.04705751  1.53567721e-08
  0.04960116  1.26505259e-08
  0.05214481  1.03154005e-08
  0.05468846  8.32592488e-09
  0.05723211  6.65193131e-09
  0.05977575  5.26055905e-09
  0.06231940  4.11798651e-09
  0.06486305  3.19085313e-09
  0.06740670  2.44735847e-09
  0.06995035  1.85804930e-09
  0.07249400  1.39632256e-09
  0.07503765  1.03868331e-09
  0.07758130  7.64802727e-10
  0.08012495  5.57422607e-10
  0.08266860  4.02150491e-10
  0.08521225  2.87184837e-10
  0.08775589  2.03003387e-10
  0.09029954  1.42041070e-10
  0.09284319  9.83769753e-11
  0.09538684  6.74437749e-11
  0.09793049  4.57677067e-11
  0.10047414  3.07429337e-11
  0.10301779  2.04409154e-11
  0.10556144  1.34531582e-11
  0.10810509  8.76429591e-12
  0.11064874  5.65169468e-12
  0.11319239  3.60752399e-12
  0.11573604  2.27933752e-12
  0.11827968  1.42553185e-12
  0.12082333  8.82498731e-13
  0.12336698  5.40779386e-13
  0.12591063  3.28016011e-13

# Particle 713, r = 35.97197 AU, Hd = 2.520790e-02 AU, sigma_dust = 5.552162e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.12603950  3.27457160e-13
 -0.12349325  5.39858044e-13
 -0.12094699  8.80995191e-13
 -0.11840074  1.42310313e-12
 -0.11585449  2.27545414e-12
 -0.11330824  3.60137774e-12
 -0.11076198  5.64206572e-12
 -0.10821573  8.74936392e-12
 -0.10566948  1.34302376e-11
 -0.10312323  2.04060896e-11
 -0.10057697  3.06905560e-11
 -0.09803072  4.56897308e-11
 -0.09548447  6.73288690e-11
 -0.09293822  9.82093675e-11
 -0.09039196  1.41799071e-10
 -0.08784571  2.02657524e-10
 -0.08529946  2.86695551e-10
 -0.08275321  4.01465336e-10
 -0.08020695  5.56472909e-10
 -0.07766070  7.63499710e-10
 -0.07511445  1.03691367e-09
 -0.07256820  1.39394360e-09
 -0.07002194  1.85488368e-09
 -0.06747569  2.44318883e-09
 -0.06492944  3.18541678e-09
 -0.06238319  4.11097057e-09
 -0.05983693  5.25159648e-09
 -0.05729068  6.64059822e-09
 -0.05474443  8.31173975e-09
 -0.05219818  1.02978259e-08
 -0.04965192  1.26289728e-08
 -0.04710567  1.53306083e-08
 -0.04455942  1.84212724e-08
 -0.04201317  2.19103207e-08
 -0.03946691  2.57956646e-08
 -0.03692066  3.00617033e-08
 -0.03437441  3.46776232e-08
 -0.03182816  3.95962391e-08
 -0.02928190  4.47535436e-08
 -0.02673565  5.00691011e-08
 -0.02418940  5.54473808e-08
 -0.02164315  6.07800641e-08
 -0.01909689  6.59492935e-08
 -0.01655064  7.08317573e-08
 -0.01400439  7.53034306e-08
 -0.01145814  7.92447287e-08
 -0.00891188  8.25457807e-08
 -0.00636563  8.51115015e-08
 -0.00381938  8.68661354e-08
 -0.00127313  8.77569710e-08
  0.00127313  8.77569710e-08
  0.00381938  8.68661354e-08
  0.00636563  8.51115015e-08
  0.00891188  8.25457807e-08
  0.01145814  7.92447287e-08
  0.01400439  7.53034306e-08
  0.01655064  7.08317573e-08
  0.01909689  6.59492935e-08
  0.02164315  6.07800641e-08
  0.02418940  5.54473808e-08
  0.02673565  5.00691011e-08
  0.02928190  4.47535436e-08
  0.03182816  3.95962391e-08
  0.03437441  3.46776232e-08
  0.03692066  3.00617033e-08
  0.03946691  2.57956646e-08
  0.04201317  2.19103207e-08
  0.04455942  1.84212724e-08
  0.04710567  1.53306083e-08
  0.04965192  1.26289728e-08
  0.05219818  1.02978259e-08
  0.05474443  8.31173975e-09
  0.05729068  6.64059822e-09
  0.05983693  5.25159648e-09
  0.06238319  4.11097057e-09
  0.06492944  3.18541678e-09
  0.06747569  2.44318883e-09
  0.07002194  1.85488368e-09
  0.07256820  1.39394360e-09
  0.07511445  1.03691367e-09
  0.07766070  7.63499710e-10
  0.08020695  5.56472909e-10
  0.08275321  4.01465336e-10
  0.08529946  2.86695551e-10
  0.08784571  2.02657524e-10
  0.09039196  1.41799071e-10
  0.09293822  9.82093675e-11
  0.09548447  6.73288690e-11
  0.09803072  4.56897308e-11
  0.10057697  3.06905560e-11
  0.10312323  2.04060896e-11
  0.10566948  1.34302376e-11
  0.10821573  8.74936392e-12
  0.11076198  5.64206572e-12
  0.11330824  3.60137774e-12
  0.11585449  2.27545414e-12
  0.11840074  1.42310313e-12
  0.12094699  8.80995191e-13
  0.12349325  5.39858044e-13
  0.12603950  3.27457160e-13

# Particle 714, r = 36.02102 AU, Hd = 2.523366e-02 AU, sigma_dust = 5.548380e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.12616832  3.26900021e-13
 -0.12361947  5.38939523e-13
 -0.12107061  8.79496256e-13
 -0.11852176  1.42068185e-12
 -0.11597290  2.27158266e-12
 -0.11342405  3.59525032e-12
 -0.11087519  5.63246625e-12
 -0.10832634  8.73447765e-12
