# Particle 0, r = 1.00000 AU, Hd = 1.713804e-03 AU, sigma_dust = 3.330000e-08 g/cm^2
# z[AU]      rho[z][g/cm^2]
  0.01022043  8.53120376e-11
  0.01044022  5.28138074e-11
  0.01066002  3.23633535e-11
  0.01087981  1.96303676e-11

# Particle 8, r = 1.39239 AU, Hd = 2.212054e-03 AU, sigma_dust = 2.822042e-08 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.01106027  1.89669131e-11
 -0.01083683  3.12695579e-11
 -0.01061339  5.10288407e-11
 -0.01038995  8.24287168e-11
 -0.01016651  1.31798434e-10
 -0.00994307  2.08598336e-10
 -0.00971963  3.26798688e-10
 -0.00949619  5.06779040e-10
 -0.00927275  7.77903742e-10
 -0.00904931  1.18195775e-09
 -0.00882587  1.77765271e-09
 -0.00860243  2.64643215e-09
 -0.00837899  3.89981031e-09
 -0.00815555  5.68846484e-09
 -0.00793211  8.21325958e-09
 -0.00770867  1.17382916e-08
 -0.00748523  1.66059267e-08
 -0.00726179  2.32536010e-08
 -0.00703835  3.22319210e-08
 -0.00681492  4.42232891e-08
 -0.00659148  6.00599223e-08
 -0.00636804  8.07397439e-08
 -0.00614460  1.07438230e-07
 -0.00592116  1.41513932e-07
 -0.00569772  1.84505122e-07
 -0.00547428  2.38114878e-07
 -0.00525084  3.04182001e-07
 -0.00502740  3.84635503e-07
 -0.00480396  4.81431054e-07
 -0.00458052  5.96468769e-07
 -0.00435708  7.31493030e-07
 -0.00413364  8.87976663e-07
 -0.00391020  1.06699353e-06
 -0.00368676  1.26908555e-06
 -0.00346332  1.49413172e-06
 -0.00323988  1.74122843e-06
 -0.00301644  2.00859088e-06
 -0.00279300  2.29348604e-06
 -0.00256956  2.59220648e-06
 -0.00234612  2.90009322e-06
 -0.00212268  3.21161295e-06
 -0.00189924  3.52049164e-06
 -0.00167580  3.81990279e-06
 -0.00145236  4.10270396e-06
 -0.00122892  4.36171139e-06
 -0.00100548  4.58999853e-06
 -0.00078204  4.78120146e-06
 -0.00055860  4.92981266e-06
 -0.00033516  5.03144425e-06
 -0.00011172  5.08304306e-06
  0.00011172  5.08304306e-06
  0.00033516  5.03144425e-06
  0.00055860  4.92981266e-06
  0.00078204  4.78120146e-06
  0.00100548  4.58999853e-06
  0.00122892  4.36171139e-06
  0.00145236  4.10270396e-06
  0.00167580  3.81990279e-06
  0.00189924  3.52049164e-06
  0.00212268  3.21161295e-06
  0.00234612  2.90009322e-06
  0.00256956  2.59220648e-06
  0.00279300  2.29348604e-06
  0.00301644  2.00859088e-06
  0.00323988  1.74122843e-06
  0.00346332  1.49413172e-06
  0.00368676  1.26908555e-06
  0.00391020  1.06699353e-06
  0.00413364  8.87976663e-07
  0.00435708  7.31493030e-07
  0.00458052  5.96468769e-07
  0.00480396  4.81431054e-07
  0.00502740  3.84635503e-07
  0.00525084  3.04182001e-07
  0.00547428  2.38114878e-07
  0.00569772  1.84505122e-07
  0.00592116  1.41513932e-07
  0.00614460  1.07438230e-07
  0.00636804  8.07397439e-08
  0.00659148  6.00599223e-08
  0.00681492  4.42232891e-08
  0.00703835  3.22319210e-08
  0.00726179  2.32536010e-08
  0.00748523  1.66059267e-08
  0.00770867  1.17382916e-08
  0.00793211  8.21325958e-09
  0.00815555  5.68846484e-09
  0.00837899  3.89981031e-09
  0.00860243  2.64643215e-09
  0.00882587  1.77765271e-09
  0.00904931  1.18195775e-09
  0.00927275  7.77903742e-10
  0.00949619  5.06779040e-10
  0.00971963  3.26798688e-10
  0.00994307  2.08598336e-10
  0.01016651  1.31798434e-10
  0.01038995  8.24287168e-11
  0.01061339  5.10288407e-11
  0.01083683  3.12695579e-11
  0.01106027  1.89669131e-11

# Particle 9, r = 1.44144 AU, Hd = 2.288660e-03 AU, sigma_dust = 2.773612e-08 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.01144330  1.80174575e-11
 -0.01121212  2.97042499e-11
 -0.01098094  4.84744122e-11
 -0.01074977  7.83024568e-11
 -0.01051859  1.25200799e-10
 -0.01028741  1.98156211e-10
 -0.01005623  3.10439628e-10
 -0.00982506  4.81410429e-10
 -0.00959388  7.38963028e-10
 -0.00936270  1.12279069e-09
 -0.00913152  1.68866604e-09
 -0.00890034  2.51395566e-09
 -0.00866917  3.70459156e-09
 -0.00843799  5.40370868e-09
 -0.00820681  7.80211592e-09
 -0.00797563  1.11506901e-08
 -0.00774446  1.57746586e-08
 -0.00751328  2.20895600e-08
 -0.00728210  3.06184386e-08
 -0.00705092  4.20095365e-08
 -0.00681974  5.70534112e-08
 -0.00658857  7.66980314e-08
 -0.00635739  1.02060031e-07
 -0.00612621  1.34429953e-07
 -0.00589503  1.75269068e-07
 -0.00566386  2.26195198e-07
 -0.00543268  2.88955099e-07
 -0.00520150  3.65381217e-07
 -0.00497032  4.57331326e-07
 -0.00473914  5.66610422e-07
 -0.00450797  6.94875568e-07
 -0.00427679  8.43525861e-07
 -0.00404561  1.01358141e-06
 -0.00381443  1.20555700e-06
 -0.00358326  1.41933769e-06
 -0.00335208  1.65406510e-06
 -0.00312090  1.90804379e-06
 -0.00288972  2.17867752e-06
 -0.00265854  2.46244445e-06
 -0.00242737  2.75491883e-06
 -0.00219619  3.05084434e-06
 -0.00196501  3.34426103e-06
 -0.00173383  3.62868409e-06
 -0.00150266  3.89732865e-06
 -0.00127148  4.14337056e-06
 -0.00104030  4.36022998e-06
 -0.00080912  4.54186157e-06
 -0.00057794  4.68303351e-06
 -0.00034677  4.77957757e-06
 -0.00011559  4.82859342e-06
  0.00011559  4.82859342e-06
  0.00034677  4.77957757e-06
  0.00057794  4.68303351e-06
  0.00080912  4.54186157e-06
  0.00104030  4.36022998e-06
  0.00127148  4.14337056e-06
  0.00150266  3.89732865e-06
  0.00173383  3.62868409e-06
  0.00196501  3.34426103e-06
  0.00219619  3.05084434e-06
  0.00242737  2.75491883e-06
  0.00265854  2.46244445e-06
  0.00288972  2.17867752e-06
  0.00312090  1.90804379e-06
  0.00335208  1.65406510e-06
  0.00358326  1.41933769e-06
  0.00381443  1.20555700e-06
  0.00404561  1.01358141e-06
  0.00427679  8.43525861e-07
  0.00450797  6.94875568e-07
  0.00473914  5.66610422e-07
  0.00497032  4.57331326e-07
  0.00520150  3.65381217e-07
  0.00543268  2.88955099e-07
  0.00566386  2.26195198e-07
  0.00589503  1.75269068e-07
  0.00612621  1.34429953e-07
  0.00635739  1.02060031e-07
  0.00658857  7.66980314e-08
  0.00681974  5.70534112e-08
  0.00705092  4.20095365e-08
  0.00728210  3.06184386e-08
  0.00751328  2.20895600e-08
  0.00774446  1.57746586e-08
  0.00797563  1.11506901e-08
  0.00820681  7.80211592e-09
  0.00843799  5.40370868e-09
  0.00866917  3.70459156e-09
  0.00890034  2.51395566e-09
  0.00913152  1.68866604e-09
  0.00936270  1.12279069e-09
  0.00959388  7.38963028e-10
  0.00982506  4.81410429e-10
  0.01005623  3.10439628e-10
  0.01028741  1.98156211e-10
  0.01051859  1.25200799e-10
  0.01074977  7.83024568e-11
  0.01098094  4.84744122e-11
  0.01121212  2.97042499e-11
  0.01144330  1.80174575e-11

# Particle 10, r = 1.49049 AU, Hd = 2.323619e-03 AU, sigma_dust = 2.727593e-08 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.01161809  1.74519432e-11
 -0.01138338  2.87719222e-11
 -0.01114868  4.69529451e-11
 -0.01091397  7.58447764e-11
 -0.01067926  1.21271120e-10
 -0.01044455  1.91936679e-10
 -0.01020984  3.00695855e-10
 -0.00997513  4.66300393e-10
 -0.00974042  7.15769185e-10
 -0.00950571  1.08754964e-09
 -0.00927100  1.63566385e-09
 -0.00903630  2.43505009e-09
 -0.00880159  3.58831548e-09
 -0.00856688  5.23410239e-09
 -0.00833217  7.55723079e-09
 -0.00809746  1.08007032e-08
 -0.00786275  1.52795391e-08
 -0.00762804  2.13962347e-08
 -0.00739333  2.96574172e-08
 -0.00715862  4.06909825e-08
 -0.00692391  5.52626749e-08
 -0.00668921  7.42907091e-08
 -0.00645450  9.88566709e-08
 -0.00621979  1.30210598e-07
 -0.00598508  1.69767895e-07
 -0.00575037  2.19095606e-07
 -0.00551566  2.79885660e-07
 -0.00528095  3.53912991e-07
 -0.00504624  4.42977061e-07
 -0.00481153  5.48826212e-07
 -0.00457682  6.73065498e-07
 -0.00434212  8.17050102e-07
 -0.00410741  9.81768116e-07
 -0.00387270  1.16771816e-06
 -0.00363799  1.37478892e-06
 -0.00340328  1.60214893e-06
 -0.00316857  1.84815599e-06
 -0.00293386  2.11029533e-06
 -0.00269915  2.38515567e-06
 -0.00246444  2.66845015e-06
 -0.00222974  2.95508744e-06
 -0.00199503  3.23929465e-06
 -0.00176032  3.51479053e-06
 -0.00152561  3.77500314e-06
 -0.00129090  4.01332252e-06
 -0.00105619  4.22337537e-06
 -0.00082148  4.39930609e-06
 -0.00058677  4.53604707e-06
 -0.00035206  4.62956089e-06
 -0.00011735  4.67703829e-06
  0.00011735  4.67703829e-06
  0.00035206  4.62956089e-06
  0.00058677  4.53604707e-06
  0.00082148  4.39930609e-06
  0.00105619  4.22337537e-06
  0.00129090  4.01332252e-06
  0.00152561  3.77500314e-06
  0.00176032  3.51479053e-06
  0.00199503  3.23929465e-06
  0.00222974  2.95508744e-06
  0.00246444  2.66845015e-06
  0.00269915  2.38515567e-06
  0.00293386  2.11029533e-06
  0.00316857  1.84815599e-06
  0.00340328  1.60214893e-06
  0.00363799  1.37478892e-06
  0.00387270  1.16771816e-06
  0.00410741  9.81768116e-07
  0.00434212  8.17050102e-07
  0.00457682  6.73065498e-07
  0.00481153  5.48826212e-07
  0.00504624  4.42977061e-07
  0.00528095  3.53912991e-07
  0.00551566  2.79885660e-07
  0.00575037  2.19095606e-07
  0.00598508  1.69767895e-07
  0.00621979  1.30210598e-07
  0.00645450  9.88566709e-08
  0.00668921  7.42907091e-08
  0.00692391  5.52626749e-08
  0.00715862  4.06909825e-08
  0.00739333  2.96574172e-08
  0.00762804  2.13962347e-08
  0.00786275  1.52795391e-08
  0.00809746  1.08007032e-08
  0.00833217  7.55723079e-09
  0.00856688  5.23410239e-09
  0.00880159  3.58831548e-09
  0.00903630  2.43505009e-09
  0.00927100  1.63566385e-09
  0.00950571  1.08754964e-09
  0.00974042  7.15769185e-10
  0.00997513  4.66300393e-10
  0.01020984  3.00695855e-10
  0.01044455  1.91936679e-10
  0.01067926  1.21271120e-10
  0.01091397  7.58447764e-11
  0.01114868  4.69529451e-11
  0.01138338  2.87719222e-11
  0.01161809  1.74519432e-11

# Particle 11, r = 1.53954 AU, Hd = 2.378089e-03 AU, sigma_dust = 2.683792e-08 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.01189044  1.67783724e-11
 -0.01165023  2.76614482e-11
 -0.01141002  4.51407609e-11
 -0.01116981  7.29174903e-11
 -0.01092960  1.16590570e-10
 -0.01068939  1.84528739e-10
 -0.01044918  2.89090272e-10
 -0.01020897  4.48303179e-10
 -0.00996876  6.88143535e-10
 -0.00972854  1.04557484e-09
 -0.00948833  1.57253418e-09
 -0.00924812  2.34106751e-09
 -0.00900791  3.44982175e-09
 -0.00876770  5.03208828e-09
 -0.00852749  7.26555379e-09
 -0.00828728  1.03838419e-08
 -0.00804707  1.46898138e-08
 -0.00780686  2.05704309e-08
 -0.00756665  2.85127669e-08
 -0.00732643  3.91204835e-08
 -0.00708622  5.31297704e-08
 -0.00684601  7.14234034e-08
 -0.00660580  9.50412234e-08
 -0.00636559  1.25185022e-07
 -0.00612538  1.63215575e-07
 -0.00588517  2.10639447e-07
 -0.00564496  2.69083263e-07
 -0.00540475  3.40253454e-07
 -0.00516454  4.25880028e-07
 -0.00492432  5.27643852e-07
 -0.00468411  6.47088030e-07
 -0.00444390  7.85515439e-07
 -0.00420369  9.43876038e-07
 -0.00396348  1.12264920e-06
 -0.00372327  1.32172791e-06
 -0.00348306  1.54031279e-06
 -0.00324285  1.77682502e-06
 -0.00300264  2.02884690e-06
 -0.00276243  2.29309879e-06
 -0.00252222  2.56545931e-06
 -0.00228200  2.84103362e-06
 -0.00204179  3.11427164e-06
 -0.00180158  3.37913455e-06
 -0.00156137  3.62930406e-06
 -0.00132116  3.85842532e-06
 -0.00108095  4.06037103e-06
 -0.00084074  4.22951157e-06
 -0.00060053  4.36097492e-06
 -0.00036032  4.45087951e-06
 -0.00012011  4.49652448e-06
  0.00012011  4.49652448e-06
  0.00036032  4.45087951e-06
  0.00060053  4.36097492e-06
  0.00084074  4.22951157e-06
  0.00108095  4.06037103e-06
  0.00132116  3.85842532e-06
  0.00156137  3.62930406e-06
  0.00180158  3.37913455e-06
  0.00204179  3.11427164e-06
  0.00228200  2.84103362e-06
  0.00252222  2.56545931e-06
  0.00276243  2.29309879e-06
  0.00300264  2.02884690e-06
  0.00324285  1.77682502e-06
  0.00348306  1.54031279e-06
  0.00372327  1.32172791e-06
  0.00396348  1.12264920e-06
  0.00420369  9.43876038e-07
  0.00444390  7.85515439e-07
  0.00468411  6.47088030e-07
  0.00492432  5.27643852e-07
  0.00516454  4.25880028e-07
  0.00540475  3.40253454e-07
  0.00564496  2.69083263e-07
  0.00588517  2.10639447e-07
  0.00612538  1.63215575e-07
  0.00636559  1.25185022e-07
  0.00660580  9.50412234e-08
  0.00684601  7.14234034e-08
  0.00708622  5.31297704e-08
  0.00732643  3.91204835e-08
  0.00756665  2.85127669e-08
  0.00780686  2.05704309e-08
  0.00804707  1.46898138e-08
  0.00828728  1.03838419e-08
  0.00852749  7.26555379e-09
  0.00876770  5.03208828e-09
  0.00900791  3.44982175e-09
  0.00924812  2.34106751e-09
  0.00948833  1.57253418e-09
  0.00972854  1.04557484e-09
  0.00996876  6.88143535e-10
  0.01020897  4.48303179e-10
  0.01044918  2.89090272e-10
  0.01068939  1.84528739e-10
  0.01092960  1.16590570e-10
  0.01116981  7.29174903e-11
  0.01141002  4.51407609e-11
  0.01165023  2.76614482e-11
  0.01189044  1.67783724e-11

# Particle 12, r = 1.58859 AU, Hd = 2.431579e-03 AU, sigma_dust = 2.642035e-08 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.01215790  1.61539637e-11
 -0.01191228  2.66320250e-11
 -0.01166667  4.34608434e-11
 -0.01142105  7.02038593e-11
 -0.01117544  1.12251641e-10
 -0.01092983  1.77661485e-10
 -0.01068421  2.78331752e-10
 -0.01043860  4.31619536e-10
 -0.01019298  6.62534212e-10
 -0.00994737  1.00666368e-09
 -0.00970176  1.51401218e-09
 -0.00945614  2.25394447e-09
 -0.00921053  3.32143633e-09
 -0.00896491  4.84481866e-09
 -0.00871930  6.99516555e-09
 -0.00847369  9.99740633e-09
 -0.00822807  1.41431311e-08
 -0.00798246  1.98049005e-08
 -0.00773684  2.74516617e-08
 -0.00749123  3.76646112e-08
 -0.00724562  5.11525412e-08
 -0.00700000  6.87653750e-08
 -0.00675439  9.15042557e-08
 -0.00650877  1.20526251e-07
 -0.00626316  1.57141493e-07
 -0.00601754  2.02800481e-07
 -0.00577193  2.59069305e-07
 -0.00552632  3.27590891e-07
 -0.00528070  4.10030865e-07
 -0.00503509  5.08007539e-07
 -0.00478947  6.23006590e-07
 -0.00454386  7.56282412e-07
 -0.00429825  9.08749607e-07
 -0.00405263  1.08086971e-06
 -0.00380702  1.27253968e-06
 -0.00356140  1.48298991e-06
 -0.00331579  1.71070032e-06
 -0.00307018  1.95334318e-06
 -0.00282456  2.20776091e-06
 -0.00257895  2.46998552e-06
 -0.00233333  2.73530430e-06
 -0.00208772  2.99837374e-06
 -0.00184211  3.25337975e-06
 -0.00159649  3.49423918e-06
 -0.00135088  3.71483368e-06
 -0.00110526  3.90926395e-06
 -0.00085965  4.07210991e-06
 -0.00061404  4.19868085e-06
 -0.00036842  4.28523963e-06
 -0.00012281  4.32918592e-06
  0.00012281  4.32918592e-06
  0.00036842  4.28523963e-06
  0.00061404  4.19868085e-06
  0.00085965  4.07210991e-06
  0.00110526  3.90926395e-06
  0.00135088  3.71483368e-06
  0.00159649  3.49423918e-06
  0.00184211  3.25337975e-06
  0.00208772  2.99837374e-06
  0.00233333  2.73530430e-06
  0.00257895  2.46998552e-06
  0.00282456  2.20776091e-06
  0.00307018  1.95334318e-06
  0.00331579  1.71070032e-06
  0.00356140  1.48298991e-06
  0.00380702  1.27253968e-06
  0.00405263  1.08086971e-06
  0.00429825  9.08749607e-07
  0.00454386  7.56282412e-07
  0.00478947  6.23006590e-07
  0.00503509  5.08007539e-07
  0.00528070  4.10030865e-07
  0.00552632  3.27590891e-07
  0.00577193  2.59069305e-07
  0.00601754  2.02800481e-07
  0.00626316  1.57141493e-07
  0.00650877  1.20526251e-07
  0.00675439  9.15042557e-08
  0.00700000  6.87653750e-08
  0.00724562  5.11525412e-08
  0.00749123  3.76646112e-08
  0.00773684  2.74516617e-08
  0.00798246  1.98049005e-08
  0.00822807  1.41431311e-08
  0.00847369  9.99740633e-09
  0.00871930  6.99516555e-09
  0.00896491  4.84481866e-09
  0.00921053  3.32143633e-09
  0.00945614  2.25394447e-09
  0.00970176  1.51401218e-09
  0.00994737  1.00666368e-09
  0.01019298  6.62534212e-10
  0.01043860  4.31619536e-10
  0.01068421  2.78331752e-10
  0.01092983  1.77661485e-10
  0.01117544  1.12251641e-10
  0.01142105  7.02038593e-11
  0.01166667  4.34608434e-11
  0.01191228  2.66320250e-11
  0.01215790  1.61539637e-11

# Particle 13, r = 1.63764 AU, Hd = 2.483984e-03 AU, sigma_dust = 2.602168e-08 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.01241992  1.55745496e-11
 -0.01216901  2.56767813e-11
 -0.01191811  4.19019798e-11
 -0.01166720  6.76857710e-11
 -0.01141629  1.08225373e-10
 -0.01116538  1.71289082e-10
 -0.01091448  2.68348484e-10
 -0.01066357  4.16138106e-10
 -0.01041266  6.38770281e-10
 -0.01016175  9.70556436e-10
 -0.00991085  1.45970724e-09
 -0.00965994  2.17309947e-09
 -0.00940903  3.20230228e-09
 -0.00915812  4.67104358e-09
 -0.00890722  6.74426133e-09
 -0.00865631  9.63881704e-09
 -0.00840540  1.36358420e-08
 -0.00815449  1.90945337e-08
 -0.00790359  2.64670191e-08
 -0.00765268  3.63136482e-08
 -0.00740177  4.93177900e-08
 -0.00715086  6.62988826e-08
 -0.00689996  8.82221599e-08
 -0.00664905  1.16203187e-07
 -0.00639814  1.51505105e-07
 -0.00614723  1.95526386e-07
 -0.00589633  2.49776947e-07
 -0.00564542  3.15840785e-07
 -0.00539451  3.95323782e-07
 -0.00514360  4.89786206e-07
 -0.00489270  6.00660445e-07
 -0.00464179  7.29155899e-07
 -0.00439088  8.76154365e-07
 -0.00413997  1.04210083e-06
 -0.00388907  1.22689593e-06
 -0.00363816  1.42979769e-06
 -0.00338725  1.64934052e-06
 -0.00313634  1.88328021e-06
 -0.00288544  2.12857243e-06
 -0.00263453  2.38139150e-06
 -0.00238362  2.63719377e-06
 -0.00213271  2.89082738e-06
 -0.00188181  3.13668677e-06
 -0.00163090  3.36890700e-06
 -0.00137999  3.58158916e-06
 -0.00112908  3.76904557e-06
 -0.00087818  3.92605053e-06
 -0.00062727  4.04808159e-06
 -0.00037636  4.13153566e-06
 -0.00012545  4.17390567e-06
  0.00012545  4.17390567e-06
  0.00037636  4.13153566e-06
  0.00062727  4.04808159e-06
  0.00087818  3.92605053e-06
  0.00112908  3.76904557e-06
  0.00137999  3.58158916e-06
  0.00163090  3.36890700e-06
  0.00188181  3.13668677e-06
  0.00213271  2.89082738e-06
  0.00238362  2.63719377e-06
  0.00263453  2.38139150e-06
  0.00288544  2.12857243e-06
  0.00313634  1.88328021e-06
  0.00338725  1.64934052e-06
  0.00363816  1.42979769e-06
  0.00388907  1.22689593e-06
  0.00413997  1.04210083e-06
  0.00439088  8.76154365e-07
  0.00464179  7.29155899e-07
  0.00489270  6.00660445e-07
  0.00514360  4.89786206e-07
  0.00539451  3.95323782e-07
  0.00564542  3.15840785e-07
  0.00589633  2.49776947e-07
  0.00614723  1.95526386e-07
  0.00639814  1.51505105e-07
  0.00664905  1.16203187e-07
  0.00689996  8.82221599e-08
  0.00715086  6.62988826e-08
  0.00740177  4.93177900e-08
  0.00765268  3.63136482e-08
  0.00790359  2.64670191e-08
  0.00815449  1.90945337e-08
  0.00840540  1.36358420e-08
  0.00865631  9.63881704e-09
  0.00890722  6.74426133e-09
  0.00915812  4.67104358e-09
  0.00940903  3.20230228e-09
  0.00965994  2.17309947e-09
  0.00991085  1.45970724e-09
  0.01016175  9.70556436e-10
  0.01041266  6.38770281e-10
  0.01066357  4.16138106e-10
  0.01091448  2.68348484e-10
  0.01116538  1.71289082e-10
  0.01141629  1.08225373e-10
  0.01166720  6.76857710e-11
  0.01191811  4.19019798e-11
  0.01216901  2.56767813e-11
  0.01241992  1.55745496e-11

# Particle 14, r = 1.68669 AU, Hd = 2.554497e-03 AU, sigma_dust = 2.564053e-08 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.01277249  1.49228109e-11
 -0.01251446  2.46023006e-11
 -0.01225643  4.01485331e-11
 -0.01199840  6.48533657e-11
 -0.01174037  1.03696532e-10
 -0.01148234  1.64121252e-10
 -0.01122431  2.57119068e-10
 -0.01096628  3.98724228e-10
 -0.01070825  6.12040049e-10
 -0.01045022  9.29942151e-10
 -0.01019219  1.39862376e-09
 -0.00993416  2.08216309e-09
 -0.00967613  3.06829748e-09
 -0.00941810  4.47557726e-09
 -0.00916007  6.46203833e-09
 -0.00890204  9.23546732e-09
 -0.00864401  1.30652312e-08
 -0.00838598  1.82954964e-08
 -0.00812795  2.53594699e-08
 -0.00786992  3.47940530e-08
 -0.00761189  4.72540185e-08
 -0.00735386  6.35245136e-08
 -0.00709583  8.45303808e-08
 -0.00683780  1.11340503e-07
 -0.00657977  1.45165163e-07
 -0.00632174  1.87344312e-07
 -0.00606371  2.39324683e-07
 -0.00580568  3.02623987e-07
 -0.00554765  3.78780909e-07
 -0.00528962  4.69290421e-07
 -0.00503159  5.75524973e-07
 -0.00477356  6.98643355e-07
 -0.00451553  8.39490466e-07
 -0.00425750  9.98492666e-07
 -0.00399947  1.17555477e-06
 -0.00374144  1.36996581e-06
 -0.00348341  1.58032157e-06
 -0.00322538  1.80447173e-06
 -0.00296735  2.03949936e-06
 -0.00270932  2.28173886e-06
 -0.00245129  2.52683673e-06
 -0.00219326  2.76985668e-06
 -0.00193523  3.00542775e-06
 -0.00167720  3.22793040e-06
 -0.00141917  3.43171258e-06
 -0.00116114  3.61132461e-06
 -0.00090311  3.76175948e-06
 -0.00064508  3.87868398e-06
 -0.00038705  3.95864580e-06
 -0.00012902  3.99924278e-06
  0.00012902  3.99924278e-06
  0.00038705  3.95864580e-06
  0.00064508  3.87868398e-06
  0.00090311  3.76175948e-06
  0.00116114  3.61132461e-06
  0.00141917  3.43171258e-06
  0.00167720  3.22793040e-06
  0.00193523  3.00542775e-06
  0.00219326  2.76985668e-06
  0.00245129  2.52683673e-06
  0.00270932  2.28173886e-06
  0.00296735  2.03949936e-06
  0.00322538  1.80447173e-06
  0.00348341  1.58032157e-06
  0.00374144  1.36996581e-06
  0.00399947  1.17555477e-06
  0.00425750  9.98492666e-07
  0.00451553  8.39490466e-07
  0.00477356  6.98643355e-07
  0.00503159  5.75524973e-07
  0.00528962  4.69290421e-07
  0.00554765  3.78780909e-07
  0.00580568  3.02623987e-07
  0.00606371  2.39324683e-07
  0.00632174  1.87344312e-07
  0.00657977  1.45165163e-07
  0.00683780  1.11340503e-07
  0.00709583  8.45303808e-08
  0.00735386  6.35245136e-08
  0.00761189  4.72540185e-08
  0.00786992  3.47940530e-08
  0.00812795  2.53594699e-08
  0.00838598  1.82954964e-08
  0.00864401  1.30652312e-08
  0.00890204  9.23546732e-09
  0.00916007  6.46203833e-09
  0.00941810  4.47557726e-09
  0.00967613  3.06829748e-09
  0.00993416  2.08216309e-09
  0.01019219  1.39862376e-09
  0.01045022  9.29942151e-10
  0.01070825  6.12040049e-10
  0.01096628  3.98724228e-10
  0.01122431  2.57119068e-10
  0.01148234  1.64121252e-10
  0.01174037  1.03696532e-10
  0.01199840  6.48533657e-11
